 Tweet,Sentiment
  great im bored at the moment and just have no idea on what to do missing boyfie too damn i   m   http   tumblr com xzp224xgj ,0
 having a luvly day http   tinyurl com ckbmkc ,1
 he is so hot  ,1
 hmm what to do ,1
 http   bit ly 18xobk five guys locations closed after visit from  lt em gt inside edition lt  em gt  s  rat patrol  dcist ,0
 i am actually crying now because of sore throat ,0
  i feel irresponsible and sort of horrible marshmallows unless otherwise stated have gelatin fuck   http   tumblr com xl21pafgm ,0
 i miss my brother  i worry about him ,0
 i need to think of something else first ,0
 i wanted julian to win ,0
  iowa no 2 in happy yea ,1
 jus got some bad news ,0
 just got home ,1
 just mean ,0
 just saw sink into me the whole video on kerrang ive seen it before loads but its so much better on tv ,1
  limp bizkit  rollin  songstuckinmyheadwheniwokeup ,0
   love save the empty  ,0
 my camera broke  ,0
 my mom is the funniest person ever ,1
 my parents left ,0
 nadal is out  french open    now to my back up   go andy roddick ,0
 no ass beatings checked out playhouse in baltimore this weekend as well feeling quite rested and a bit out of sorts ,0
 nothing    ,0
 ok we ll talk about your boyfriends and stuff tomorrow   lmao and we ll talk for real soon too  wooo hehe ilysfm doodle xxxx ,0
 pie seems to have quite a good appetite now ,1
  server problems  motivating me to change hosting providers though    fb ,0
 shakes head ,0
 shock loss to sparks   bummer  tmmcwilliams had a great game but shock too many injuries to start the season   rematch monday ,0
 some asshole got a hold of my email and signed me up for all this spam mail ughhhh   it s non stop anyone have a spam blocker ,0
 someone just said ast least your pretty  thanks but but being pretty gets you nowhere you have to much integrity  ,0
 myspace people can get really angry if i don t answer them right away   ja ,0
 never get any photo comments on m space and more ,0
 nhl penguins 1 red wings 3  final  red wings lead series 1 0  for stats stars and more visit http   www nhl com ,1
 no tickets in germany for the miley cyrus tour  ,0
 photo shoot rained out   oh well back to post ,0
 r i p young teke   i miss you cuzin   lt 3 it has been 1 year sence you died    dont be ashamed of your faith ,1
 rip charles j    the world is with one less fine fellow ,0
 rsl was at the paley talk  now i m even more depressed i couldn t get a ticket oh wells ,0
  she is amazing   bjork    bachelorette  http   blip fm  4lfyi ,1
 so bored ,0
 so much for a good weekend ,0
 thank you  kyauphie ,1
 the hotel doesn t know where it is either   that was my favorite how poopie is that ,0
  thelovelybones i plan on owning this    don   t judge me http   tumblr com xr0238tmq ,0
 this year 5 million children from hunger related causes http   is gd 17eo4 ,0
  ticketsandpassports   lmao your not a nerd i think its cool when guys like anime http   tumblr com xqn1x1tue ,0
 to all the mothers whose day may not be so happy god loves you tlc  waterfalls  http   blip fm  5zi9g ,0
 today is not a good day but i guess laying around the house in your undies isn t so bad ,0
 went to maggie s bday party came home without my phone   i feel lost and reaallly confused  but thats just the booze talking ,0
 when will rb2 get an australian release date   ,0
  my grandma just told me she thinks i m stupid well hey thanks g ,0
  andyhurleyday ,1
  asot400 ,1
  betseyjohnson why are you doing this to me this necklace is  150 rather than the usual  50 60 i want it http   twitpic com 6ioi8 ,0
  followfriday  n3rin3  jurgenphoto  shaneaddinall  robi27  dannyvan  byronrode  tattood1 ,1
  imisscath  imisscath  imisscath  imisscath  imisscath  imisscath  imisscath  imisscath  imisscath  imisscath  imisscath  imisscath ,0
  mcflyforgermany  mcflyforgermany  mcflyforgermany  mcflyforgermany  mcflyforgermany  mcflyforgermany  mcflyforgermany  mcflyforgermany ,1
  p1wimax no signal detected here at the gardens ,0
  trackle ,0
    gt that was then       gt this is now ,1
  lt 3 this pic if u want more tell me cause i got more http   twitpic com 6vsv8 ,1
  lt    my expression watching this again http   tinyurl com eqbwe ,1
  quot beach ball fail quot  http   cheezburger com tw  v7 20659  lol  fail ,0
  quot i m a freelance writer for braille porn and a stunt double for a hand model for palmolive dishwashing liquid  quot  from  shinyhappyhead ,1
  quot im in love and i don t care who knows it   quot  elf ,1
  quot it s raining again quot  c supertramp ,0
  quot y must people insist on talking about stupid politics on the comments of a bubblegum pop song sorry get out quot http   tinyurl com ljgec2 ,1
  quot you have to do it all alone quot ,0
 apparently the  new 3 0 is the same build as the gm meaning i ll likely have the same  minute issues i was having with the gm  mlia ,0
 archie s annoying me this morning says i hogged the bed all night and won t get up for his shower him and his little black kettle self ,0
 are you ok  zheyamada  ,0
 argh the speakers on my macbook are screwing up and slowly dying ,0
  as simple as it gets ,1
 at chris brown    i honestly dont feel bad for rihanna  anyways    out nd such    ,0
 at last night ,0
 at my tweets 1 lady saying goodnite 2 tweets later 1 lady is saying good morning  that s crazy  i would never imagined this yrs ago ,1
 at the nursery the wailing have just ended all sleeping soundly working morning shift tmrw grr ,1
 at the random mention about core 2  quot deals quot that are almost twice as much sense as it s not tied to himself about tv every night ,1
 at work  fuck  ,0
 at work and got loads to do b4 i leave today toodles lufflies xxx ,0
 attempting to get other people on twitter other than cate to talk to me but it is failing ,0
 aw toy story 3 is coming out next year ,0
 awake   finally  random dream   i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz ,1
 awesome http   twitpic com 6ikhd ,0
 awesome black coffee   anyone ,1
 aww great song  quot picture to burn quot ,1
 aww i gota do homework ,0
 aww someone borrowed it without telling me ,0
 awww derek is at work back to making kandie with the little ones  o ,0
 b in genetics so that s a 2 75 towards my gpa what really sucks is that i got a 79 75 in the class and an 80 is a b ,0
 baby died last night       day ,0
 baby girl s so upset     i m not where i need to be with my sewing   and it s almost 10pm and i m finally eating a little dinner  sigh  ,0
 baby sitting today  shopping tomorrow  rue 21 is the best ever  ,1
 baby you like my favorite dessert i just can not get enough of you love you i m yours 4eva ,1
  back from cali  missing itttttt ,0
  back pain ,0
 back to basics ,1
 bad day 2day broken glasses rainy weather uof ,0
 bad night for the pens ,0
 bad timing a new mommy just called for newborn pictures and i can t fit the baby into my schedule no matter how hard i try ,0
 bahahaha me and jodie burst out doing kevin s sos dance epiccc xd ,1
 bank account is negative  118   ,0
 bas one last time 2 update my status ,1
 baseball ,1
 bcd s closed i guess nodaji it is ,0
 bed  i gotta get up early  only 5 more days of this bullshit  summer    lt 3 ,0
 bed time                                                      ,0
 bedss gayyyy    oh well goodnight people  technotetris and  shaunacland  d ,0
 been up for 2 days straight lol i never sleep ,1
 being afraid of food is an eating disorder right ,0
 being told im beautiful doesnt make my tummy better ,0
 besides that great graduation day i finaly made it i m a highschool graduate  moms word   chapter close   keep pushing foward ,0
 still no phone bukas pa raw in the afternoon   oh well i survived 7 days what s one more   day   another day another destiny ,0
 such a nice day ,1
 summertime by dj jazzy jeff and the fresh prince ,1
 the iphone will be out of commission for a while ,0
 the weather is lushhh ,1
 things are not good in my head i may not be around a lot this weekend ,0
 third date went well    moving on to fourth      ,1
 to the death an awesome random comic for the certifiably not sane   ,1
 try and enjoy ur family  amp i am here if i need anything anything    love you sis be brave  amp i know u r strong ur in my prayers ,0
 twilight    ,1
 twitter wont let me send replies today  boo hoo ,0
 two more days ,1
 ughhh  ,0
 uva baseball   come on boys you can do it ,0
 water works are gonna start ,0
  well i wrote a missive post about last night and all the things that happened it got deleted tho by   http   tumblr com x9c238auy ,0
 well i guess i knew it was going to break sometime   ,0
   what canadians have to be proud of http   bit ly nx4aq ,1
 why is it raining ,0
 why me ,0
 xd go day   ,1
  yay for star testing week i start school at 11am this week and i have no school on thursday maybe sf   http   tumblr com xvq1mln1l ,1
  hello  world this is where i live http   twitpic com 6bo0t  beautiful  5am  woop  bed now ,1
  shortstack  tokiohotel  shortstack  tokiohotel  shortstack  tokiohotel  shortstack  tokiohotel  shortstack  tokiohotel  shortstack ,1
  squaresp  squarespac  squarespace  trackle giveaways giveway iphonegiveway squarespace squarespce trackle ,0
  lt   free    gt ,1
  lt     that s me smiling ,1
  quot       you were asleep while i gathered my things in the dark the burns on my fingers were all that was left of the spark    quot  ,0
  quot bbc news  uk maps climate change forecasts quot  the picture it paints is an alarming one  http   bit ly 69ays  ,0
  quot i m giving up on you i don t care how you mess up your life now  quot       ,0
  quot meteorologists predict chilly rainy midsummer  news in finland yle fi quot  thunder  http   bit ly 15tpjc  ,0
  quot nintendo dsi portable game system  what will you and i do  quot  http   tinyurl com b3yobq  ,1
